DMS_id,Spearman,AUC,MCC,NDCG,AP
4D5_HER2_fitness_1N8Z,0.4184949546209612,0.9469920445668709,0.49249424413106935,0.9390788170986237,0.48966237321719064
5A12_Ang2_fitness_4ZFG,0.3325627099974121,0.6441896192252826,0.11668312666886134,0.693981827707608,0.16140198508494855
5A12_VEGF_fitness_4ZFF,0.7079088884955737,0.6979295062535397,0.04722259839895724,0.7064290065136826,0.14944129982733934
Z-domain_ZpA963_HL1_fitness_2M5A,0.8786790540963512,0.9830158449185967,0.7867978679786798,0.977948525166896,0.8433380052489895
Z-domain_ZpA963_HL2_fitness_2M5A,0.7075344578754827,0.8633965213992574,0.37805354700019544,0.8964436113915001,0.4090404267787796
Z-domain_ZSPA-1_LL1_fitness_1LP1,0.6387470427265958,0.9169969889528622,0.526186311757806,0.9242557966808839,0.5838370228804292
Z-domain_ZSPA-1_LL2_fitness_1LP1,0.6982926004075788,0.9247870368366765,0.4334447738370877,0.9100235993270595,0.5108606469580922
hYAP65_peptide_FunctioncalScore_1JMQ,0.5088134480187054,0.7906819290051217,0.2275400499980217,0.7550444679492533,0.2601023896570396
GB1_IgG-Fc_fitness_1FCC_2016,0.8562422298406155,0.962273679476384,0.6241470131685248,0.9657631861171314,0.7121524182458703
SARS2-RBD_ACE2_deltaKd_6M0J,0.863708196324788,0.9510186472210934,0.5918510121261195,0.9564982790997977,0.6764902875066432
BH3_Mcl-1_normed_3KZ0,0.7062031596354809,0.9740458015267175,0.628498727735369,0.9671465312923673,0.8170227228364247
BH3_Bcl-xL_normed_1PQ1,0.7517998701519666,0.9796437659033079,0.7399491094147582,0.971892819301929,0.8944110779544215
CD19_FMC63_Fitness_7URV,0.4964174113298951,0.734473784655956,0.21162080571844963,0.7662457676232498,0.30533591043728847
